90, 0.767283446215, 20, 54.4136121273
90, 0.767283446215, 20, 54.4158899784
90, 0.764728008421, 20, 54.4361829758
90, 0.764728008421, 20, 54.4630789757
90, 0.764728008421, 20, 54.476899147
86, 0.431286353759, 20, 54.4975481033
86, 0.431286353759, 20, 54.5217850208
86, 0.424570356275, 20, 54.5399179459
86, 0.424570356275, 20, 54.5588810444
86, 0.43161733918, 20, 54.5789649487
86, 0.43161733918, 20, 54.5988309383
86, 0.438499019258, 20, 54.6310341358
86, 0.438499019258, 20, 54.6386370659
90, 0.765345945254, 20, 54.6593289375
90, 0.765345945254, 20, 54.6789610386
90, 0.765345945254, 20, 54.6990449429
90, 0.765345945254, 20, 54.728482008
90, 0.76897401063, 20, 54.738599062
90, 0.76897401063, 20, 54.7589421272
90, 0.76897401063, 20, 54.7785749435
90, 0.766558115563, 20, 54.798951149
90, 0.766558115563, 20, 54.8277869225
90, 0.757915427088, 20, 54.8389279842
90, 0.757915427088, 20, 54.8588409424
90, 0.761350913417, 20, 54.8791570663
90, 0.761350913417, 20, 54.8992021084
90, 0.761350913417, 20, 54.9298839569
92, 0.785398163397, 20, 54.9387249947
92, 0.785398163397, 20, 54.9588871002
92, 0.785398163397, 20, 54.9790201187
92, 0.785398163397, 20, 54.9991300106
92, 0.785398163397, 20, 55.0292410851
92, 0.785398163397, 20, 55.0387039185
92, 0.785398163397, 20, 55.0602581501
92, 0.785398163397, 20, 55.0780460835
92, 0.785398163397, 20, 55.0999109745
92, 0.766059421803, 20, 55.1265189648
92, 0.766059421803, 20, 55.1396510601
92, 0.766059421803, 20, 55.1597180367
92, 0.766059421803, 20, 55.1817679405
92, 0.766059421803, 20, 55.1990280151
92, 0.766059421803, 20, 55.2277801037
92, 0.766059421803, 20, 55.2386980057
92, 0.766059421803, 20, 55.2588131428
93, 0.729243697742, 20, 55.2787971497
93, 0.729243697742, 20, 55.298803091
93, 0.729243697742, 20, 55.3263361454
93, 0.662210196539, 20, 55.3389790058
93, 0.662210196539, 20, 55.3587210178
93, 0.662210196539, 20, 55.3789570332
93, 0.597286384415, 20, 55.3990280628
93, 0.537486703062, 20, 55.4280259609
93, 0.537486703062, 20, 55.4385709763
93, 0.537486703062, 20, 55.4586260319
93, 0.537486703062, 20, 55.4819669724
93, 0.46888812447, 20, 55.4991431236
93, 0.427931672827, 20, 55.5267810822
93, 0.427931672827, 20, 55.5386559963
93, 0.427931672827, 20, 55.5591750145
93, 0.380044823777, 20, 55.5782539845
93, 0.380044823777, 20, 55.5989460945
94, 0.326322628964, 20, 55.6292150021
94, 0.326322628964, 20, 55.6385710239
94, 0.287615181894, 20, 55.6591660976
94, 0.287615181894, 20, 55.6789290905
94, 0.206746566446, 20, 55.6990170479
94, 0.206746566446, 20, 55.7286269665
94, 0.146514955165, 20, 55.7389240265
94, 0.146514955165, 20, 55.758795023
94, 0.0971798979099, 20, 55.7792041302
