-1.6653e-16,0
-0.18989,0.14636
-0.37672,0.29214
-0.55749,0.43673
-0.7293,0.57957
-0.88936,0.72008
-1.0351,0.85768
-1.1642,0.99183
-1.2746,1.122
-1.3644,1.2476
-1.4324,1.3682
-1.4772,1.4834
-1.4983,1.5925
-1.4953,1.6952
-1.4682,1.7911
-1.4175,1.8798
-1.344,1.9609
-1.2489,2.0341
-1.1336,2.0992
-1.0002,2.1557
-0.85059,2.2036
-0.68734,2.2426
-0.51303,2.2726
-0.33047,2.2935
-0.14258,2.3051
0.047592,2.3074
0.237,2.3004
0.4226,2.2842
0.6014,2.2588
0.77052,2.2243
0.92724,2.1808
1.069,2.1285
1.1936,2.0677
1.299,1.9985
1.3835,1.9213
1.4458,1.8364
1.4847,1.744
1.4998,1.6447
1.4908,1.5387
1.4577,1.4265
1.4012,1.3086
1.3222,1.1854
1.2219,1.0574
1.1019,0.92522
0.96418,0.78928
0.81096,0.65015
0.64469,0.50841
0.46805,0.36462
0.28388,0.21936
0.095136,0.073218
-0.095136,-0.073218
-0.28388,-0.21936
-0.46805,-0.36462
-0.64469,-0.50841
-0.81096,-0.65015
-0.96418,-0.78928
-1.1019,-0.92522
-1.2219,-1.0574
-1.3222,-1.1854
-1.4012,-1.3086
-1.4577,-1.4265
-1.4908,-1.5387
-1.4998,-1.6447
-1.4847,-1.744
-1.4458,-1.8364
-1.3835,-1.9213
-1.299,-1.9985
-1.1936,-2.0677
-1.069,-2.1285
-0.92724,-2.1808
-0.77052,-2.2243
-0.6014,-2.2588
-0.4226,-2.2842
-0.237,-2.3004
-0.047592,-2.3074
0.14258,-2.3051
0.33047,-2.2935
0.51303,-2.2726
0.68734,-2.2426
0.85059,-2.2036
1.0002,-2.1557
1.1336,-2.0992
1.2489,-2.0341
1.344,-1.9609
1.4175,-1.8798
1.4682,-1.7911
1.4953,-1.6952
1.4983,-1.5925
1.4772,-1.4834
1.4324,-1.3682
1.3644,-1.2476
1.2746,-1.122
1.1642,-0.99183
1.0351,-0.85768
0.88936,-0.72008
0.7293,-0.57957
0.55749,-0.43673
0.37672,-0.29214
0.18989,-0.14636
6.6613e-16,0
